Unnamed: 0,user_name,date,rating,review_text
172,조광제,1년 전,5,운동하기 좋고 가족이 함께 할 수있어서 좋다
174,다마c,1년 전,3,벚꽃이 이쁩니다. 먹거리가 있음. 3월29일 바람이 많이 불어 춥네요..
175,gongsil Cheon,1년 전,4,"자전거 트랙, 헬스장.
넓은 주차장.
맑은 공기

산책하고
아이들과 놀기에 딱 좋은 곳."
177,igo R,1년 전,5,"어릴 때부터 많이 왔었는 데,진짜 깨끗하고 좋습니다."
179,정우영,1년 전,4,넓다. 여름에는 모기를 조심할것. 겨울은 추위를 조심할것 끝.
181,손태용,1년 전,4,가족들과 자전거  타기도 좋고 축구 하기도 좋아요
183,효TV,1년 전,3,운동하고 바람 쐬기 좋은 곳
184,안길섭,1년 전,4,"가까운곳에 봄을 느끼기 좋은곳이고
접근성이 좋습니다"
185,문희섭,1년 전,5,"자전거 타기 좋은곳,벗꽃길"
186,배수용,1년 전,5,사계절 자연과 함께 할수있는 부산의 천연 휴양지
187,박주경,1년 전,5,부산국제록페스티벌 보고 왔어요. 멋졌어요!!
188,브루스리,1년 전,5,꽃들이 예쁘게 펴있어요~ 산책하기 좋은곳
190,최학림,1년 전,5,반려동물과 산책하기 좋은장소
193,원희태,1년 전,4,휴식하기에 좋은곳입니다!
194,김경록,1년 전,5,해마다 겨울이면 강한 북서계절풍이 불어 홈런드림을 가진이여.삼락씨구장에 가서 맘껏 배트를 휘둘러보삼♡♡♡
195,김구구,1년 전,4,바람이 조금 불지만 따뜻하고 꽃이랑 잎이펴서 천천히 구경하며 걷기 좋아요
196,허상운,1년 전,4,그래도 인공이 덜한 자연미의 굴곡진 산책길이 좋은 낙동강하류의 생태공원
198,엄성환,1년 전,5,운동기구도 있고 산책거리로 정말좋아요~
200,성이리,1년 전,5,운동하기 좋고  경치도 .지금 갈대밭이 멋짐...추움...강변 경치좋음
201,Younghwa Kim,1년 전,4,12시 이전에 오면 주차하기 편합니다. 자전거 대여소 옆 P4번 주차정에 주차하면 좋고 자전거 대여해서 타고 갈대숲 산책하기 좋습니다
203,윤형권,1년 전,5,계절을 잘 맞춰오면 예쁜 풍경을 볼 수 있다
204,김도형,1년 전,3,"산책, 데이트 장소로 좋아요"
205,김병곤,1년 전,5,벚꽃이 만발해서 무척이나 좋았어요~
206,MJ J,1년 전,5,넓고 뛰어놀기 좋아요 주차도 넉넉함
207,임수혁,1년 전,4,좋앗습니다 주차자리도 많고 저렴한 자전거!
208,대충지음,1년 전,3,시기를 잘 맞춰서 가야함. 현재 5월 볼거리가 부족함
209,흑고미,1년 전,5,운동하기도 좋고 봄에 정말 이뻐요
210,박선이,1년 전,5,초원도 넓어서 좋아요 
211,마란마리아,1년 전,4,좋아요애들놀기딱ㅎ
214,최준영,1년 전,5,경치가 너무 좋아요
215,Bs K,1년 전,4,날씨의 영향을 많이 받기에 눈치껏 방문 추천.
216,밍기,1년 전,4,야영장도 생겼고 넓은 대지..좋아요 헬쓰장도 있어요 ㅋ 나름 기구들 괜찮던데요~ 데이트 열심히들 하러 오세용
218,김종백,1년 전,5,"벚꽃필때 가면 정말 좋아요
운동 체육시설 참  좋습니다
가족끼리 소풍처럼 가보세요"
220,이성무,1년 전,5,강아지 산책하기 좋지만 철새도래지라 방역을 안합니다. 진드기 벌레기피제 반드시 뿌리고가세요 그리고 도깨비바늘조심하세요 개슴도치됩니다
221,이안이설,1년 전,4,아이들에게는 정말 좋은곳 같아요
222,최익수,1년 전,4,낙동강변으로의  자전거 코스와 휴식 공간 이 좋아요
223,pojnuh lk,1년 전,5,"여기 완전 짱짱 좋습니다 한번 쯤 미세먼지가 없는 그런 좋은 날에 여기에
오시는 거 추천해요 주의할 점은 저녁에 가시는게 좋아요 낮에는 햇빛이
좀 뜨거워서요"
224,이영권,1년 전,4,계절의 변화에 맞춰 생동감을 주는 곳
226,Yhun OH,1년 전,5,공원 너무 좋아요. 자연과 함께 합니다. 한적하고 조용해요..
227,홍준표,1년 전,5,가을에 가서 모기는 별로없었고 사이트간 간격이 넓어서 조용하게 캠핑하기 좋았어요.
228,이동환,1년 전,4,주말 나들이  및 운동하기 좋은곳
229,김태우,1년 전,4,"연인.가족들이 하루를 멋지게 보낼수 있는 곳으로
주변경관이 너무 좋아요"
230,최영철,1년 전,5,가족들과 자전거 타고 삼락 둘러 봤습니다♡
232,대현,1년 전,5,벨로드롬 노면이 아쉽지만 가볍게 즐길 수 있는곳
233,SeungMan Sung,1년 전,4,사람들이 산책하거나 운동하러 많이 찾는 곳. 나들이하기 좋아요.
234,서기선,1년 전,5,이뻐요. 산책로도 아주 좋아요
235,화이팅대한민국,1년 전,5,막 뛰어 놀긴 최고~
236,이강봉,1년 전,1,사람너무만아서  꼿구도못 하고완  네요
237,심미숙,1년 전,4,운동하기좋은곳..아이들자전거타기.연날리기
238,Sam Jang,1년 전,5,부산에서 가족 소풍 장소 탑3 안에 들죠
240,띠띠빵빵,1년 전,4,주차가 힘들었지만 코스모스 꽃길에서 사진 찍고 아기랑 가족자전거?도 타고 즐거웠어요.  매점이 있지만딱 음료랑 먹거리를 준비해서 가면 더 좋을 것 같아요. ^^
241,idaltu Hoshin,1년 전,4,넓고 풍광이 좋은곳 하지만 편의시설에 좀더 투자했으면
242,공소라,1년 전,4,모기가 많은점빼곤 좋았습니당
243,이석출,1년 전,5,"주차장 및 산책,생태공원으로서 아주 좋아요."
244,강정은,1년 전,4,"추웠음 ㅋㅋㅋㅋ
아들 축구하기 좋은장소에  강아지들이 똥싸고 쥔장들이 안치운 흔적이 많음"
246,이진원,1년 전,4,자전거타기 좋아요.
247,박도하,1년 전,4,벚꽃이 아름다울때
248,조향운,1년 전,4,"한적한 곳을 거닐며 친구들과 휠링하는 곳 
많이 좋아하는 곳입니다"
249,Flame Shin,1년 전,5,"넓은 휴식공간, 뛰어난 자연경관, 도심속에 힐링할 수 있는 곳!"
250,권영현,1년 전,4,자전거타기 좋은곳. 공원이 아기자기하게 잘꾸며놓지는 않은듯.
252,이수일,1년 전,4,운동하기좋은곳이요
253,lee Lucky,1년 전,5,부산에서 쉴만하고 운동하기 좋은곳으로 추천 합니다.
255,조정호,1년 전,4,공기좋고 아직까지는 바람이 시원해서 산책하기 좋아요.
259,안재우,1년 전,5,"천천히 구경.
도보 할수있음"
261,고덕만,1년 전,3,"유채꽃 정말 아름다워 습니다
다시 한번 가보싶은 그곳"
262,z um,1년 전,3,다 좋은디 축구장 들어가면 뭐라함 잔디 축구장
263,김佳人,1년 전,5,벚꽃 축제 기간 동안 좋아요
264,YONG HEUN LEE,1년 전,4,넓은 공원에서 자전거도 탈 수 있어서 힐링하기 좋아요~
265,이승훈,1년 전,5,다들 진해로만 가시는데 삼락공원에 벚꽃도 진짜 너무 멋져요 벚꽃나무 아래에 산책길도 잘 되어있어서 그늘밑에서 데이트하기도 너무 좋아용
274,오형국,1년 전,5,여유롭게 머물수있는 곳
276,김수련,1년 전,4,가을이라 억새풀가득하네요
277,박유지,1년 전,3,편의시설부족 음식점 자전거대여점 이용금액이 다른곳에 비해 비싸요
278,배은주,1년 전,5,산책하기 좋아요
279,부산싸나이,1년 전,5,운동하기에 좋음
280,Bong Kyu Kim,1년 전,5,연인과 가족과~~좋아요
281,미래중년포비,1년 전,4,걷기 좋은곳
285,서정우,1년 전,3,때론 혼자 생각할게 있어 머리가 아플땐 찾는곳입니다
287,김기웅,1년 전,5,너무좋아요 산책하며 놀고 있어요
289,Sophia Park,1년 전,5,피크닉 장소 최고 ♡
290,박준석,1년 전,4,자전거 타기 좋네요
292,문성환,1년 전,3,행사 있을때는 좋으나 행사 없을때는 뭔가 시설이 부족
295,부랄큰타이거,1년 전,5,진해 군항제 갈 필요없음 벚꽃 필때 여기가셈
296,최상호,1년 전,5,좋은곳입니다
297,Hanyong Ham,1년 전,5,벚꽃길 너무 멋집니다.
299,p곤해boy네.,1년 전,3,벚꽃이 흐드러지고 그보다 많은 인파를 볼 수 있는
301,신보라,1년 전,4,벚꽃이 이쁜 곳
302,안광홍,1년 전,4,가족들과 함께 산책하기 좋은  장소. 휴일에는 주차하기가 어려움.
303,필수최,1년 전,3,주차가 너무 안좋음 나머진 좋음
304,이동화,1년 전,4,넓음 산책로 자전거 도로 무료 주차
305,전형석,1년 전,5,엄청 넓고 다양한 포인트가 있음 유체꽃이 보기 좋았음 마누라랑 베드민턴도 침 ㅋㅋ
306,정동이,1년 전,3,"생태공원이라고 하기엔 인위적인 설치물들이
너무 많다.
과도한 체육시설과 물놀이장을 비롯하여 오토캠핑장, 공원을 찾는 사람들의 주차장으로
사용함이 아니라 방치된차량과 장기주차,
화물차들의 무질서한 주차도 눈살을 찌푸리게 한다. 그나마 형편이 나아 찾는 사람들이 많은
곳은 소규모 연꽃단지가아닐까 싶다.
사진작가들의 유명 출사지 중 한 곳이기도 해
연꽃시즌엔 발디딜 틈조차 없다.
그러나 연못물이 순환되지 않고 갇혀 있기에
썩어가는…"
309,Ming,1년 전,5,강아지 산책시키기 최고예요
310,Hong Ju Seo,1년 전,5,자전거 무료 대여 해서  한바퀴 돌아보면 피로야 가라~~
311,김혜원,1년 전,4,넓게 펼쳐진 자연스런 공원입니다. 좋아요
312,오태영,1년 전,4,가을 산책길 최고 입니다~
313,hppe hope,1년 전,3,비가오면 물이넘칠것같습니다 무섭 음산
314,홍길동,1년 전,5,가족단위 소풍하기 넘좋아요
315,강희숙,1년 전,5,정말좋았어요.벗꽃이~~^
316,HH2 Jo,1년 전,4,자건거 타고 생태공원 산책  넘좋다
317,고영식,1년 전,4,운동하기 좋은 공원
319,박종진박종진,1년 전,4,산책하기좋음.
320,자폴레트,1년 전,2,넓기만 넓고 그늘 없어요. 꽃도 없어요
323,한기희,1년 전,3,삼락페~~~~화장실 너무 부족함 여자화장실 줄서느라 공연을 즐기질 못할 정도
324,넵튠,1년 전,5,아주 좋은곳 좋아
326,조홍환,1년 전,3,"맑고, 넓고 너무 좋아요!!!"
328,tae yong kim,1년 전,5,공원으로 편하게  쉬어갈수있는공간
329,해롯,1년 전,2,작년엔 이곳에코스모스가 장관이었던지라 구경갔는데 올핸 관리를 안한건지 못한건지 코스모스가 없었슴. 갈대가 무성해서 코스모스가 작년의 절반정도도 안남은듯해서 씁쓸..내년엔 아예 없어질듯. 왜 ?
330,손기호,1년 전,3,운동하기좋아요
331,강동환,1년 전,4,밤에 오면 조명시설이 부족한 것 같다.
332,김민재,1년 전,3,넓고운동할곳이많다
334,박도하,1년 전,4,"굿~~
넓은 공간."
337,김성국,1년 전,5,최고의 장소입니다!
339,se ho Kim,1년 전,5,"부산에서 가장 큰 공원 잘되있음,"
340,이용욱,1년 전,5,캠핑하고좋아요
341,BYEONGDO YOON,1년 전,5,"도심에서 이만한 흙길의 산책로, 자전거 길, 런닝코스를 본 적이 없다."
343,정은지,1년 전,2,벚꽃구경하러 갔드만 사람이랑 홍보 부스만 구경하고옴^^
344,이민권,1년 전,4,힐링 공간 적당
348,ki hyoung no,1년 전,5,쉬어가는공간^^
350,sujinabba,1년 전,5,풍경이 좋은 곳이네요
352,이크림,1년 전,5,정말 멋지고 좋은 공원으로 감사드립니다.
353,Tim Bai,1년 전,5,자전거타기 딱좋아요
354,뷔뷔아이피,1년 전,4,벚꽃구경하기좋다~사람이넘많은게단점이긴하네ㅎㅎ봄내음물씬~!!
355,하고잽이뚜스레스주스,1년 전,1,정말최악. 극혐
357,정판곤,1년 전,5,좋아서요 ~
358,영훈서희 TV,1년 전,5,벚꽃이 만발하네요 길거리 음식은 별로
359,조정호,1년 전,5,부산의 보물같은 공원이죠 관리도 잘되고있고
364,박삼순,1년 전,5,조아요ᆢ~~
366,노정훈,1년 전,4,유채꽃 축제  참석했는데 사람이많네요
371,심도현,1년 전,5,자연이 신비로웠다
375,won jeong,1년 전,1,이동이 불편합니다.
377,김태형,1년 전,1,모기 많음
378,김계종,1년 전,3,데이트 하기좋아요
379,빈이바르,1년 전,3,예전보다 더러워짐
381,고영숙,1년 전,5,퇴근길에 걸어오면 운동도 돼고 넘 좋아요~^^
388,최상율,1년 전,5,넓고 다양한 체육공원
391,IL UK Jeon,1년 전,5,사상구 삼락공원 사이클 연습장 에서 정월 대보름 달집 태우기함
394,구본용,1년 전,4,벗꽃이 만개하여 좋았내요.
400,New Face,1년 전,5,불특정다수가 즐길수있는곳이죠
401,김김기홍,1년 전,1,일요일이 비잡다
402,늘품,1년 전,5,부산락페 즐거웠던 기억
404,nice plant kim,1년 전,4,연꽃이 한창 입니다
405,류광수,1년 전,4,자전거 대여해서 산책은 완전 짱~!
408,율리시스,1년 전,1,외국인 노동자들이 많네요 우리랑 문화가 달라서 그런지 윗통 벗고 오토바이 타고 하는 모습이 보기 안좋네요
411,토리빅,1년 전,4,엄청 넓고 코스모스 갈대 넘 이뻤어요~~^^
412,한상필,1년 전,3,봄 가을에 가족나들이 좋아요
414,먹으려고살뺍니다,1년 전,4,좋습니다.
416,이규환,1년 전,5,수련제철
419,김동관,1년 전,3,바람 마이 붑니다.
420,김 야고보종포,1년 전,4,가슴이 뻥뚤리듯 시원한곶이죠
422,임용택,1년 전,2,산책코스와운동하기는괜찮으나주차도가능함
423,강희주,1년 전,4,벗꽃보러갔네요 예뻤어요
433,조창현,1년 전,5,운동하기도 좋은공간
441,달려라뽀송이,1년 전,5,자전거 타기 좋은곳
443,문승현,1년 전,2,휴일이라  차가 너무 막혀요
447,최준희,1년 전,4,자전거 타기 좋아요^^
451,신대현,1년 전,4,강변이라서좋다
453,무민트롤,1년 전,4,최고의 데이트 장소
454,fermata,1년 전,5,자전거 타기 좋아요
456,임용순,1년 전,5,핑크뮬리도 보고 갈대도 볼 수 있어요
457,곰돌이푸,1년 전,5,좋아요.굿
459,1404김민재,1년 전,4,적당한 시설 좋은 시설
460,파이팅,1년 전,3,"넓고 생태공원도 있고 좋음
그늘이 없는게 단점"
467,ssoeny H,1년 전,4,운동 하기 좋아요
469,정진의,1년 전,5,벚꽃이피는명소
472,Angelina,1년 전,3,나무가 적으니깐 그늘막 부족
473,김성훈,1년 전,5,자전거 타기  최고
479,강영숙,1년 전,3,복잡합니다
481,이성일,1년 전,5,석양 굿.!  하늘 굿!
485,sh lee,1년 전,4,시원하고 좋다
486,김항래,1년 전,5,바람이분다~
490,안용희,1년 전,5,평화로움
491,이현숙,1년 전,4,코스모스를 보는것만으로도 ‥
507,Sepaktakraw Life,1년 전,5,굿~
508,chan dara,1년 전,5,삼락생 대공원에 만날까
509,최해덕,1년 전,4,처음갔는데 좋은것같아요
513,박대제,1년 전,5,조심더~
514,박미희,1년 전,5,좋아요
515,정금엽,1년 전,5,좋아요
516,김상태,1년 전,4,달집놀이
517,권영삼,1년 전,5,벚꽃ㅡㅡ
518,뭐해볼까?,1년 전,5,좋습니다.
520,이주아,1년 전,2,좋아요
521,박미선,1년 전,5,좋아요
522,유태준,1년 전,5,너무좋와용~^^
526,남윤 하,1년 전,5,달집 태우기 구경
527,Byung EU,1년 전,5,건강
528,안명삼,1년 전,4,싸이클 경기장입니다
529,JeongHyun Choi,1년 전,1,볼거없음
530,최송,1년 전,3,괜찮아요
531,Cho TaiKi,1년 전,3,"진달래, 튜울립"
532,ki hueng nam,1년 전,5,쾌적합니다
536,뉴요커,1년 전,5,좋아요
537,guo feng zhang,1년 전,1,좋아요
539,??,1년 전,4,삼락공원너무좋아요
540,체엘,1년 전,5,사상의 그나마 자랑거리
544,냐하핳,1년 전,5,나중
545,Jihoon KIM 채널,1년 전,5,벚꽃!!!
546,화수tv,1년 전,5,굿굿!!&^^&(@#@)!!☆*☆
547,sungho yun,1년 전,5,덥다
548,daewoong KIM,1년 전,5,산책
549,머고,1년 전,5,좋음 !!
550,류황열,1년 전,5,넓다
551,jh kim,1년 전,4,좋아요
552,네줄의행복,1년 전,5,좋음
553,김경일,1년 전,2,별로 ..
554,전재진,1년 전,4,좋음
555,이서현,1년 전,5,몰라
556,예벤버그,1년 전,4,삼락 락페 사랑해욜
558,꽁이꽁이,1년 전,5,좋음
559,BoCheol Jeong,1년 전,4,큰 강변 공원
560,mirim Choi,1년 전,5,웨딩촬영
565,jong woo Kang,1년 전,5,좋은공원
578,조승규,1년 전,4,가족 캠핑 바람 겁나분다
620,李鈺涵,1년 전,5,"(Google 번역 제공) 매우 아름다운 벚꽃
휴일은 한국인들이 피크닉에 나가기를 좋아하는 곳입니다.

가까운 HOMEPLUS 몰
매달려있는 역에 앉아 약 15 분 동안 걸으십시오.

(원문)
很漂亮的櫻花樹 
假日為韓國人喜歡來踏青郊遊的地方

附近有HOMEPLUS商場
坐到掛法站走路最近  沙上站約走十五分鐘"
621,Tim Lai,1년 전,4,"(Google 번역 제공) 2019년 4월 6일은 공항 근처 제방의 가장자리에, 벚꽃은 이상, 바닥 곳곳을 방황, 꽃 떨어진.

(원문)
2019/04/06，就在機場附近的河堤邊，櫻花盛開過了，落英繽紛，滿地飄零。"
623,Patrick Conway,1년 전,5,"Great space for all kinds of activities, really close to Sasang transportation hub.

(Google 번역 제공)
모든 종류의 활동을위한 훌륭한 공간, 사상 (Sasang) 교통 허브와 매우 가깝습니다."
625,Tin Gallemaso,1년 전,5,"Saw this place in Instagram so we went early morning only to feel confused because almost the entire area was a bare field. Anyhow, we just continued walking since we we're also enjoying the fresh air and the sound of the different birds…"
626,Nataliya Lee,1년 전,4,"The park is good if you're planning to spend weekdays with your so or children. You can rent a roller or bike for affordable price

(Google 번역 제공)
주중에 자녀들과 함께 지낼 계획이라면 공원이 좋습니다. 저렴한 가격에 롤러 또는 자전거를 빌릴 수 있습니다."
627,Young C,1년 전,5,"Nice cherry blossoms road in Spring

(Google 번역 제공)
봄에 좋은 벚꽃 도로"
628,peter choi,1년 전,5,"Ecological park is good to take a walk and exercise. There are a variety of sports facilities for free.

(Google 번역 제공)
생태 공원은 산책과 운동을하는 것이 좋습니다. 무료로 다양한 스포츠 시설이 있습니다."
629,SaxoKit CD,1년 전,5,"(Google 번역 제공) 여기 사이클링은 정말 편안합니다.

(원문)
在這裡騎單車真的非常舒心。"
630,James Ko,1년 전,5,"Busan Intl Rock Festival was held here.

(Google 번역 제공)
부산 국제 락 페스티벌이 여기서 개최되었습니다."
631,孙云鹤,1년 전,4,"(Google 번역 제공) 오늘 공원에서 활동 중이며 관중들은 매우 열정적이며 이벤트에 참여합니다. 아무도 비가 내리지 않습니다.

(원문)
今天公园有活动，观众非常热情，参与到活动中，雨中也没人离开。"
632,YR Jeong,1년 전,4,"I went to this place again to walk by riverside. It was a beautiful day when colorful leaves were falling down slowly like pictures below. But it was noisy for driving cars on the roads. Nov. 2018.
~~~~
This place is a riverside park which…"
